	section	paragraph	sentence	text
1	Title	1	1	Distributed control of motor circuits for backward walking in Drosophila
2	Abstract	1	1	How do descending inputs from the brain control leg motor circuits to change how an animal walks?
3	Abstract	1	2	Conceptually, descending neurons are thought to function either as command-type neurons, in which a single type of descending neuron exerts a high-level control to elicit a coordinated change in motor output, or through a population coding mechanism, whereby a group of neurons, each with local effects, act in combination to elicit a global motor response.
4	Abstract	1	3	The Drosophila Moonwalker Descending Neurons (MDNs), which alter leg motor circuit dynamics so that the fly walks backwards, exemplify the command-type mechanism.
5	Abstract	1	4	Here, we identify several dozen MDN target neurons within the leg motor circuits, and show that two of them mediate distinct and highly-specific changes in leg muscle activity during backward walking: LBL40 neurons provide the hindleg power stroke during stance phase; LUL130 neurons lift the legs at the end of stance to initiate swing.
6	Abstract	1	5	Through these two effector neurons, MDN directly controls both the stance and swing phases of the backward stepping cycle.
7	Abstract	1	6	These findings suggest that command-type descending neurons can also operate through the distributed control of local motor circuits.
8	Abstract	2	1	Drosophila Moonwalker Descending Neurons (MDNs) alter leg motor circuit dynamics so that the fly walks backwards.
9	Abstract	2	2	The authors identify two MDN effector neurons that directly control the stance and swing phases of the backward stepping cycle, indicating distributed control of local motor circuits via command-type descending neurons.
10	Introduction	1	1	The simple act of walking appears effortless, yet involves the exquisitely timed and scaled activation of multiple muscles in each leg.
11	Introduction	1	2	The motor circuits that produce these muscle movements are controlled by descending inputs from the brain and sensory feedback from the legs [1], [2].
12	Introduction	1	3	The descending inputs modulate the overall locomotor pattern, effecting changes in direction or pace in accordance with the animal’s behavioral goals [3], [4].
13	Introduction	1	4	Sensory feedback, including both external and proprioceptive signals, coordinate progression through the stepping cycle and make the fine adjustments needed to adapt to a varying terrain [5].
14	Introduction	1	5	While this overall organization is now well established, we still have only very limited understanding of how such descending and peripheral inputs control locomotor circuits [6].
15	Introduction	1	6	Determining how descending and peripheral inputs control motor circuits for walking thus remains an important open question in basic neuroscience, with the potential to inform approaches in human therapy [7] and robotics [8].
16	Introduction	2	1	One of the most striking descending controls of leg motor circuits effects a transition from forward to backward walking.
17	Introduction	2	2	Virtually all animals are capable of walking backwards, albeit with varying degrees of elegance.
18	Introduction	2	3	The most obvious change in leg kinematics in backward walking is the phase switch in leg movements-from the leg moving forward in swing phase and backward in stance phase, to forward in stance phase and backward in swing phase.
19	Introduction	2	4	Yet backward walking involves much more than just a simple phase switch, as the amplitude and speed of movement at each joint must also be altered for smooth backward propulsion [9], [10].
20	Introduction	2	5	Additionally, for animals with multiple pairs of legs, the hindlegs rather than the forelegs are now the first to encounter the oncoming terrain.
21	Introduction	2	6	The transition to backward walking thus provides an excellent paradigm to explore the more general question of how descending inputs from the brain make the myriad adjustments in motor circuits necessary to effect a smooth and coordinated change in walking direction.
22	Introduction	3	1	Here we begin to investigate the descending control of locomotor circuits for backward walking in Drosophila.
23	Introduction	3	2	Flies, like many other animals, retreat if they perceive a threat or obstacle in the path ahead.
24	Introduction	3	3	These sensory cues are believed to act primarily through a single class of descending neurons, called the Moonwalker Descending Neurons (MDNs), which act as command-type neurons for backward walking [11].
25	Introduction	3	4	Flies with genetically silenced MDNs are unable to walk backwards when they encounter a physical obstacle.
26	Introduction	3	5	Conversely, freely roaming flies walk backwards if the MDNs are artificially activated [11].
27	Introduction	3	6	MDNs receive input from neurons conveying mechanosensory cues [12] (representing a possible obstacle) and from visual neurons that detect a looming stimulus [13] (a potential threat).
28	Introduction	3	7	The MDNs are also present in larvae, where they mediate backward crawling [14].
29	Introduction	3	8	Presumably, MDNs control very different motor circuits in the larvae and adult, as the former produce peristaltic waves of the body wall musculature whereas the latter generate the stepping action of legs.
30	Introduction	3	9	While some progress has been made in identifying the larval motor circuits that the MDNs engage for backward crawling [14], the motor circuits they activate in the adult for backward walking remain unknown.
31	Introduction	4	1	By studying leg joint kinematics, we found that the adult MDNs drive coordinated changes in stepping patterns across all three pairs of legs, with the strongest impact on the hindlegs.
32	Introduction	4	2	By combining anatomical and functional approaches, we identify several dozen morphologically distinct candidate MDN target cell types in the ventral nerve cord (VNC).
33	Introduction	4	3	Using cell-type specific genetic drivers, we confirmed that many of these cell types are indeed required for backward walking, and analyzed two of them in detail.
34	Introduction	4	4	The LBL40 neurons-specific to the T3 segment-mediate tibia flexion during the power stroke of backward walking.
35	Introduction	4	5	The LUL130 neurons-present in all segments but activated by MDN most strongly in T3-lift the hindlegs to initiate swing phase.
36	Introduction	4	6	These two MDN-effector neurons thus mediate two critical hindleg movements in backward walking: the power stroke during stance phase (LBL40) and elevation at the start of swing phase (LUL130).
37	Introduction	5	1	Models for the descending control of motor circuits have generally emphasized either of two extreme scenarios: a command-type of control, in which a single type of descending neuron, like MDN, effects a coordinated set of changes of many muscle movements, versus a more distributed, population-type of control, in which a single type of descending neuron modulates a limited set of motor outputs, with many such descending inputs working in combination to produce a coordinated pattern of muscle movements.
38	Introduction	5	2	Intuitively, command-type descending neurons might be expected to exert a relatively high-level, centralized control on motor circuits, whereas population-type descending neurons might impinge at a lower level, close to the specific motor outputs they control.
39	Introduction	5	3	Our analysis of MDN outputs suggests, however, that command-type neurons can also act in a highly distributed and localized manner: We propose that MDN acts as a command-type neuron because its distributed outputs collectively effect a state switch in motor circuit network dynamics-from a resting or forward walking state to a backward walking state.
40	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	1	Before embarking on a detailed investigation of how MDN couples to leg motor circuits, we first sought to better understand how MDN activation impacts leg movements.
41	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	2	Previous studies of MDN-triggered backward walking have examined only the translocation of the body [11-13] or the pattern of footfalls [11].
42	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	3	To determine how MDN alters leg joint kinematics, we acquired high-speed (200 fps) videos of tethered flies walking on a suspended ball [15], and used the DeepLabCut software [16] to train a neural network to automatically detect the positions of each leg joint (Fig 1a and Supplementary Movie 1).
43	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	4	Each of the 6 legs has 4 highly articulated joints.
44	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	5	From proximal to distal, these are the body-coxa, coxa-trochanter, femur-tibia, and tibia-tarsus joints (Fig 1b.
45	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	6	In Drosophila, as in many other insects [17], the trochanter-femur joint has limited mobility).
46	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	7	These joints, as well as the tarsal tips, were located for all three legs on one side of the body in each video frame (Fig 1a, b).
47	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	1	8	We analyzed videos of both spontaneous forward walking and MDN-triggered backward walking (Fig 1b-h).
48	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	1	The trajectories of the tarsal tips differed considerably during bouts of forward and backward walking by the same fly (Fig 1c and Supplementary Movie 1).
49	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	2	The forelegs stepped further and higher when walking forwards than when walking backwards; the hindlegs took longer and higher strides when walking backwards (Fig 1c-f).
50	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	3	The fore- and hindlegs are generally oriented parallel to the fly’s body axis, and so the lateral placement of our video camera provides the best perspective for tracking joint angles in these legs.
51	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	4	We found that the two joints with the greatest range of motion in both forward and backward walking were the coxa-trochanter and femur-tibia joints (Fig 1b, d, g, h).
52	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	5	The flexion and extension of these two joints occurred synchronously for each leg, but in opposite stepping phases for forelegs versus hindlegs (Fig 1d).
53	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	6	During forward walking, the foreleg coxa-trochanter and femur-tibia joints were flexed in stance phase and extended in swing phase; the hindleg joints were flexed in swing and extended in stance.
54	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	7	The phase coupling of flexion and extension was reversed during MDN-triggered backward walking.
55	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	8	Thus, the forelegs appear to pull the body forward during forward walking, with the hindlegs either pushing or passively extending.
56	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	9	For backward walking, the hindlegs pull, while the forelegs either push or passively extend.
57	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	2	10	Regardless of which direction the fly walks, the leading legs take the higher steps, which may facilitate walking on uneven terrain or over obstacles.
58	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	1	To assess whether the hindlegs indeed provide the greatest propulsive force during backward walking, we next performed a series of amputation experiments.
59	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	2	In these experiments, we first monitored leg joint kinematics in an intact fly upon MDN activation, then bilaterally amputated the tarsal tips from one pair of legs before again activating MDN and videotaping leg movements.
60	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	3	Tarsal amputation prevents the leg from gaining any traction on the ground but preserves all the leg joints.
61	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	4	We found that the fore- and midleg amputees were still able to walk backwards, whereas the hindleg amputees could not (Fig 1i, j and Supplementary Movie 2).
62	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	5	Thus, it is primarily the stance phase power stroke of the hindleg that drives the body backwards when MDN is activated.
63	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	6	Interestingly, in all cases, the amputated legs continued to oscillate, suggesting that their stepping motion is actively driven by central motor circuits and not merely a passive consequence of their surface traction (Fig 1i, j and Supplementary Movie 2).
64	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	3	7	We also noticed that, particularly for the hindlegs, but to a lesser extent also the midlegs, the stepping frequency even increased upon amputation, as if they were continually seeking surface contact (Fig 1j).
65	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	4	1	We conclude from this series of experiments that MDN induces backward walking predominantly by engaging the muscles that control the hindleg coxa-trochanter and femur-tibia joints.
66	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	4	2	MDN switches the phases of flexion and extension for these joints during the stepping cycle, and enhances their movement in the hindleg so as to mirror those of the corresponding foreleg joints during forward walking.
67	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	4	3	As a result of these adjustments to hindleg stepping, it is the hindlegs that provide the main propulsive force during backward walking.
68	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	4	4	MDN likely also provides neural input to the midleg and foreleg motor circuits.
69	Results; Joint kinematics suggest that hindlegs dominate MDN-triggered backward walking	4	5	However, MDN’s impact in these segments is considerably weaker and, in the absence of any drive from the hindlegs, insufficient to propel the animal backwards.
70	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	1	Having determined how MDN activation changes leg kinematics, we next sought to trace the neural circuits through which MDN effects these changes.
71	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	2	In a first approach, we used the trans-Tango method [18] to identify cells in the VNC likely to be postsynaptic to MDNs.
72	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	3	Trans-Tango employs a heterologous ligand to activate its cognate receptor in postsynaptic cells, which then become labeled by expression of a QF-dependent reporter.
73	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	4	We targeted the trans-Tango ligand to MDNs and the trans-Tango receptor to all neurons, and acquired confocal images of the VNC to visualize postsynaptic cells labeled by an mtdTomato-3HA reporter (Fig 2a).
74	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	5	A large number of cells in the VNC were MDN trans-Tango-positive, and, as expected, their neurites overlap extensively with the axonal arborizations of the MDNs in all three leg neuropils (Fig 2a).
75	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	6	This high density of trans-Tango labeling precluded the identification of individual cell types.
76	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	7	In order to visualize single trans-Tango-positive cells, we therefore used a stochastic variant of trans-Tango [18] in which only a small subset of the postsynaptic cells were labeled in any one sample (Fig 2b).
77	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	8	A total of 541 samples were imaged by confocal microscopy and registered onto a common reference template (ref.
78	Results; Trans-Tango reveals cells postsynaptic to MDNs	1	9	[19]; Fig 2b).
79	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	1	The cell types labeled by trans-Tango were highly diverse in their morphology.
80	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	2	We identified 65 morphologically distinct cell types amongst the 541 samples, and segmented a representative cell of each class (Fig 2c).
81	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	3	Collectively, these neurons appear to encompass the full pattern of trans-Tango-positive cells (Fig 2b).
82	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	4	These cell types comprise nine morphologically distinct ascending neurons and 56 interneurons.
83	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	5	We did not detect any motor neurons directly postsynaptic to the MDNs.
84	Results; Trans-Tango reveals cells postsynaptic to MDNs	2	6	For the purposes of this work, we assigned these cell types provisional names starting with MT (for “MDN trans-Tango”), followed by either an A for ascending neurons or 1, 2, or 3 for interneurons in the T1, T2, or T3 segments, respectively, and finally a consecutive two-digit number (Fig 2c).
85	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	1	Labeling with trans-Tango neither provides information as to the strength or sign of synaptic connections, nor can it reveal cell types that are functionally responsive to the MDNs but not amongst their immediate postsynaptic partners.
86	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	2	We therefore complemented this anatomical approach with volumetric functional imaging (Fig 3a).
87	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	3	We optogenetically activated the MDNs using CsChrimson [20] and monitored calcium responses at 1 Hz in the VNC with GCaMP6s [21].
88	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	4	MDN was activated with a series of 20-s red-light pulses, one per minute over a 10-min period.
89	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	5	Responsive cells were identified using a voxel-wise analysis of covariance with a kernel that captures the dynamics of the stimulus protocol and GCaMP6s response kinetics (Fig 3a).
90	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	1	6	In initial experiments in which GCaMP6s was expressed in all neurons, or all glutamatergic neurons, we reproducibly observed both excitatory and inhibitory responses in the VNC, predominantly but not exclusively in the T3 segment (Fig 3b and Supplementary Movie 3).
91	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	1	In functional imaging experiments in which GCaMP6s was broadly expressed, it was not possible to reliably identify individual responsive cells.
92	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	2	We therefore used an iterative approach in which we screened selected lines from large collections of GAL4 or LexA drivers [22], [23].
93	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	3	We started with a panel of relatively broadly expressed lines, and then, for any line in which we detected MDN-responsive cells, iteratively examined successively sparser lines likely to contain these cells.
94	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	4	Additionally, we included sparse driver lines likely to include any of the cell types identified in the trans-Tango experiments.
95	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	5	For the sparsest lines in which a GCaMP6s response was observed, we identified the specific cell type that was MDN-responsive by matching the pattern of correlated voxels to a series of images of single cells obtained by stochastic labeling [24] using a driver line containing the same enhancer (Fig 3c).
96	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	2	6	These identified neurons were then manually segmented from the stochastically labeled samples.
97	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	3	1	While this iterative sampling approach inevitably fails to isolate all the MDN-responsive cells, it was sufficiently broad in scope to allow us to resolve a total of 33 morphologically distinct MDN-responsive cell types (Fig 3d-f).
98	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	3	2	We provisionally refer to these cell types here as MF cells (MDN functional imaging).
99	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	3	3	As for the MT cells identified with trans-Tango, the MF cells also include both interneurons (Fig 3d) and ascending neurons (Fig 3e), and are predominantly located in T3.
100	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	3	4	Additionally, one type of MDN-responsive motor neuron was identified in the functional imaging experiments (Fig 3f).
101	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	3	5	Not surprisingly, and indeed in part due to our search strategy, there is considerable overlap amongst the cells identified by trans-Tango and by functional imaging, with a total of 20 cell types detected by both methods (Supplementary Fig 1).
102	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	1	The MF cells exhibit a diverse array of responses to MDN activation (Fig 3d-f and Supplementary Fig 2).
103	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	2	Most MF cell types showed a positive calcium response upon MDN activation, as expected given that the MDNs are cholinergic, and hence excitatory, and that GCaMP6s more reliably reports excitation than inhibition.
104	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	3	Some cells however consistently showed inhibitory responses to MDN activation.
105	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	4	None of these inhibited cells were trans-Tango positive, and indeed would not be expected to be directly postsynaptic to the excitatory MDNs.
106	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	5	Both the excitatory and inhibitory responses varied considerably in their amplitude and dynamics, even amongst segmentally repeated cells of the same type.
107	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	6	For example, the MF09, MF13, and MF25 cells are each present in all three segments, yet MDN activation elicited strong activation only in the T3 MF09s, the T1 and T2 MF13s, and the T1 and T3 MF25 (Fig 3d).
108	Results; Volumetric calcium imaging reveals cell types responsive to MDN activation	4	7	An even more dramatic example of segment-specific MDN responses is MF14, for which the T1 and T2 cells were excited but the T3 cells inhibited (Fig 3d).
109	Results; Several MF cell types contribute to MDN-induced backward walking	1	1	Even the sparsest driver lines we used to identify the MF cells in the functional imaging experiments typically label several additional cell types.
110	Results; Several MF cell types contribute to MDN-induced backward walking	1	2	Although these other cell types are not MDN-responsive, they may nonetheless contribute directly or indirectly to walking.
111	Results; Several MF cell types contribute to MDN-induced backward walking	1	3	This initial set of GAL4 driver lines was therefore not ideal for a functional analysis of the MF cells in backward walking, and so we instead used the split-GAL4 method [23], [25], [26] to generate highly specific driver lines for selected MF cells.
112	Results; Several MF cell types contribute to MDN-induced backward walking	1	4	These lines were generated as part of a larger effort to systematically classify and genetically target each of the neuronal cell types in the leg neuropils (R.M., K.F., B.J.D., in preparation).
113	Results; Several MF cell types contribute to MDN-induced backward walking	1	5	We matched each of the segmented MF cell profiles to specific cell types defined in this systematic classification, thereby identifying a total of 82 stable split-GAL4 (SS) lines that collectively covered 29 of the 33 MF cell types (Fig 4a and Supplementary Fig 3a).
114	Results; Several MF cell types contribute to MDN-induced backward walking	2	1	We then used these split-GAL4 driver lines to determine whether genetically silencing each class of MF cell was able to suppress MDN-induced backward walking in an open arena (Fly Bowl [27]).
115	Results; Several MF cell types contribute to MDN-induced backward walking	2	2	For this we generated flies in which CsChrimson was expressed in MDNs using a split-LexA driver, and tetanus toxin light chain [28] in a single class of MF cells using one of the SS lines (Supplementary Fig 4).
116	Results; Several MF cell types contribute to MDN-induced backward walking	2	3	As a negative control we used an empty GAL4 driver (lacking an enhancer element); as positive controls we used two different MDN GAL4 drivers (MDN-1-GAL4 and MDN + MAN-1-GAL4) [11].
117	Results; Several MF cell types contribute to MDN-induced backward walking	2	4	For each of these genotypes, we typically examined a total of ~50 flies distributed across two trials for their locomotion responses to red-light stimulation (Supplementary Fig 3b and Supplementary Movie 4).
118	Results; Several MF cell types contribute to MDN-induced backward walking	2	5	Figure 4b shows the mean backward locomotion during the stimulus period for each of the 82 MF split-GAL4 lines and the three controls.
119	Results; Several MF cell types contribute to MDN-induced backward walking	2	6	Robust backward walking was observed upon MDN activation in negative control flies, but completely abolished in both of the positive controls (Fig 4b).
120	Results; Several MF cell types contribute to MDN-induced backward walking	2	7	Similarly, for several MF cell types, multiple driver lines all resulted in a strong impairment of backward walking.
121	Results; Several MF cell types contribute to MDN-induced backward walking	2	8	Some of these also exhibited defects in spontaneous forward walking (Supplementary Fig 3b), but many specifically disrupted backward walking.
122	Results; Several MF cell types contribute to MDN-induced backward walking	2	9	Of these, we decided to focus our further analysis on two of the cell types for which we had the most SS driver lines and the most consistent reduction of backward walking: MF01, which corresponds to the LBL40 cells in our systematic classification of leg neuropil neurons, and MF09, which corresponds to LUL130.
123	Results; Several MF cell types contribute to MDN-induced backward walking	2	10	For these two cells types, a total of 6 and 4 SS driver lines, respectively, were all able to suppress MDN-induced backward walking.
124	Results; Several MF cell types contribute to MDN-induced backward walking	2	11	We next asked if and how each of these two cell types contributes to MDN’s effect on hindleg joint movements.
125	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	1	The LBL40 cells, identified in both the MDN trans-Tango (MT315, Fig 2c) and functional imaging experiments (MF01, Fig 3d and Supplementary Movie 5), are a bilateral pair of neurons specific to the T3 neuropils (Fig 5a).
126	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	2	They resemble the only surviving neurons of the 14B lineage [29].
127	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	3	Each of 6 LBL40 split-GAL4 driver lines reduced MDN-induced backward walking in the neuronal silencing experiments (Fig 4b).
128	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	4	The most restricted of these lines are SS47938 and SS46243.
129	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	5	SS47938 labels no other cells in the central nervous system, whereas SS46243 additionally labels a pair of ascending neurons (Supplementary Fig 3a).
130	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	1	6	Using these two cell-type-specific driver lines in calcium imaging experiments, we confirmed that the LBL40 neurons indeed respond to MDN activation (Fig 5b).
131	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	2	1	If the LBL40 neurons mediate specific joint movements during MDN-induced backward walking, then optogenetic activation of these neurons in stationary flies might elicit these joint movements in isolation.
132	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	2	2	We tested this prediction using tethered, decapitated flies.
133	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	2	3	Decapitation removes all descending inputs to the leg motor circuits, so that any leg movements induced by optogenetic activation of leg interneurons are not obscured by movements triggered by brain activity.
134	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	2	4	A tethered, decapitated fly is normally stationary, but optogenetic activation of the severed VNC projections of the MDNs induces backward walking, with its characteristically exaggerated hindleg movements (Supplementary Fig 5).
135	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	3	1	In this decapitated fly preparation, optogenetic activation of LBL40 using either SS47938 or SS46243 reliably induced hindleg tibia flexion at stimulus onset (Fig 5c, d [arrows], and e).
136	Results; LBL40 neurons trigger tibia flexion via the tibia-reductor motor neurons	3	2	As the stimulus persisted, the initial tibia flexion was occasionally followed by rapid leg lifting and extension to execute a full backward step cycle (arrowheads in Fig 5d).
